15,NA,NA,43.00%,700 ml,NA,NA,70 €,Benrinnes Flora & Fauna,"Original Bottling, Speyside Single Malt"
15,NA,NA,52.90%,500 ml,NA,NA,121 €,Benrinnes Darkness,"Master of Malt, Speyside Single Malt"
18,NA,NA,52.10%,700 ml,NA,267,72 €,Benrinnes Chapter 7,"Chapter 7, Speyside Single Malt"
14,1968,1982,40.00%,750 ml,NA,NA,236 €,Benrinnes Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt"
21,1974,1995,60.40%,700 ml,NA,NA,266 €,Benrinnes Rare Malts,"Original Bottling, Speyside Single Malt"
10,NA,NA,40.00%,700 ml,NA,NA,30 €,Jura Origin,"Original Bottling, Islands Single Malt"
10,NA,NA,40.00%,700 ml,NA,NA,34 €,Jura (Yellow Label),"Original Bottling, Islands Single Malt"
10,NA,NA,40.00%,700 ml,NA,NA,28 €,Jura,"Original Bottling, Islands Single Malt"
10,NA,NA,40.00%,1000 ml,NA,NA,142 €,Loch Dhu Black Whisky,"Original Bottling, Speyside Single Malt"
5,2000,2005,45.00%,700 ml,NA,402,37 €,Loch Lomond Distillery Select (Organix),"Original Bottling, Highlands Single Grain"
42,1963,2005,44.10%,700 ml,NA,NA,376 €,Lochside Clan Denny,"Hunter Hamilton, Highlands Single Grain"
12,NA,NA,40.00%,1000 ml,NA,NA,138 €,Macallan Elegancia,"Original Bottling, Speyside Single Malt"
12,NA,NA,40.00%,700 ml,NA,NA,32 €,Argyll,"Marks & Spencer,  Single Malt"
8,NA,NA,43.00%,750 ml,NA,NA,115 €,Fettercairn (1980s),"Original Bottling, Highlands Single Malt"
8,NA,NA,40.00%,750 ml,NA,NA,75 €,Fettercairn (1980s Italian Import),"Original Bottling, Highlands Single Malt"
12,NA,NA,40.00%,700 ml,NA,NA,46 €,Pulteney (Black Packaging),"Original Bottling, Highlands Single Malt"
12,NA,NA,40.00%,700 ml,NA,NA,32 €,Pulteney (Bright Tube),"Original Bottling, Highlands Single Malt"
37,1966,2003,40.00%,700 ml,NA,NA,499 €,Pulteney,"Gordon & MacPhail, Highlands Single Malt"
15,2001,2016,58.20%,700 ml,NA,219,121 €,Pulteney 52.21,"Scotch Malt Whisky Society, Highlands Single Malt"
21,NA,NA,46.00%,700 ml,NA,NA,150 €,Pulteney,"Original Bottling, Highlands Single Malt"
21,NA,NA,46.00%,700 ml,NA,NA,155 €,Pulteney (Old Style Ship Label),"Original Bottling, Highlands Single Malt"
12,NA,NA,43.00%,700 ml,NA,NA,135 €,Pittyvaich Flora & Fauna,"Original Bottling, Speyside Single Malt"
12,NA,NA,53.50%,750 ml,NA,NA,196 €,Pittyvaich,"James MacArthur, Speyside Single Malt"
15,2001,2016,62.20%,700 ml,276,210,192 €,Port Charlotte Archives,"Original Bottling, Islay Single Malt"
12,2003,2015,50.00%,700 ml,863,NA,117 €,Port Charlotte Private Cask (Heavily Peated),"Original Bottling, Islay Single Malt"
5,NA,NA,63.50%,700 ml,NA,6038,357 €,Port Charlotte PC5,"Original Bottling, Islay Single Malt"
6,2001,2007,61.60%,700 ml,NA,18000,176 €,Port Charlotte PC6,"Original Bottling, Islay Single Malt"
7,2001,2008,61.00%,700 ml,NA,24000,142 €,Port Charlotte PC7,"Original Bottling, Islay Single Malt"
12,NA,NA,56.20%,700 ml,941,NA,266 €,Port Charlotte Ralfy.com,"Original Bottling, Islay Single Malt"
NA,NA,NA,56.40%,700 ml,NA,1000,202 €,Port Charlotte Transparency (Feis Ile 2017),"Original Bottling, Islay Single Malt"
10,2007,2017,60.40%,500 ml,16,372,180 €,Port Charlotte Cask Exploration (Cubaireachd),"Original Bottling, Islay Single Malt"
23,1975,1998,43.00%,700 ml,152,790,466 €,Port Ellen,"Signatory Vintage, Islay Single Malt"
24,1975,1999,43.00%,700 ml,1767,350,414 €,Port Ellen Millennium Edition (Velier Import),"Signatory Vintage, Islay Single Malt"
25,1976,2001,50.00%,700 ml,NA,522,450 €,Port Ellen The Old Malt Cask,"Douglas Laing, Islay Single Malt"
18,1976,1994,46.00%,700 ml,NA,NA,546 €,Port Ellen First Cask,"Direct Wines, Islay Single Malt"
33,1979,2012,43.00%,700 ml,NA,NA,500 €,Port Ellen,"Mackillop's Choice, Islay Single Malt"
18,1979,1997,56.30%,700 ml,274,190,553 €,Port Ellen Silent Stills,"Signatory Vintage, Islay Single Malt"
18,1979,1997,56.30%,50 ml,274,190,151 €,Port Ellen Silent Stills,"Signatory Vintage, Islay Single Malt"
23,1979,2002,43.00%,700 ml,5177,382,318 €,Port Ellen,"Signatory Vintage, Islay Single Malt"
16,1980,1996,46.00%,700 ml,NA,589,586 €,Port Ellen First Cask,"Direct Wines, Islay Single Malt"
25,1982,2007,57.70%,700 ml,NA,300,583 €,Port Ellen Old & Rare,"Douglas Laing, Islay Single Malt"
27,1982,2009,55.50%,700 ml,2556,NA,451 €,Port Ellen,"Old Bothwell, Islay Single Malt"
28,1982,2010,57.50%,700 ml,2044,NA,442 €,Port Ellen,"Old Bothwell, Islay Single Malt"
14,1983,1997,58.10%,700 ml,NA,NA,478 €,Port Ellen Cooper´s Choice,"The Vintage Malt Whisky Co Ltd., Islay Single Malt"
