Index,age,vintage,bottled,avp,size,price,name,bottling,bottler,loc/type,country,name_1,name_2
5870,7,1973,1980,46.00%,750,1228.77,Longrow,"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Longrow,Longrow
5871,13,1990,2003,54.50%,500,178.71,Longrow 114.3,"Scotch Malt Whisky Society, Campbeltown Single Malt",Scotch Malt Whisky Society,Campbeltown,UK,Longrow,Longrow 114.3
5872,10,1991,2001,46.00%,700,92.13,Longrow,"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Longrow,Longrow
5873,9,1992,2001,57.00%,700,102.12,Longrow Authentic Collection,"Cadenhead, Campbeltown Single Malt",Cadenhead,Campbeltown,UK,Longrow,Longrow Authentic
5874,11,1994,2005,58.00%,700,105.45,Longrow Bond Reserve,"Cadenhead, Campbeltown Single Malt",Cadenhead,Campbeltown,UK,Longrow,Longrow Bond
5875,10,2001,2011,53.90%,700,138.75,Longrow (Springbank Society),"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Longrow,Longrow (Springbank
6160,10,1993,2003,46.00%,700,75.48,Longrow,"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Longrow,Longrow
6161,21,1974,1995,46.00%,700,1855.92,Longrow,"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Longrow,Longrow
6162,13,1974,1987,56.00%,700,2948.16,Longrow Sherry Wood,"Samaroli, Campbeltown Single Malt",Samaroli,Campbeltown,UK,Longrow,Longrow Sherry
6163,15,1998,2013,48.10%,700,222,Longrow Madeira,"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Longrow,Longrow Madeira
6164,21,1994,2015,46.00%,700,456.21,Longrow Single Cask,"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Longrow,Longrow Single
6388,15,2001,2016,53.20%,700,195.36,Longrow (Springbank Society),"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Longrow,Longrow (Springbank
6630,12,2002,2014,53.10%,700,186.48,Longrow Sherry Cask,"Cadenhead, Campbeltown Single Malt",Cadenhead,Campbeltown,UK,Longrow,Longrow Sherry
6958,10,1987,1997,45.00%,700,429.57,Longrow,"Samaroli, Campbeltown Single Malt",Samaroli,Campbeltown,UK,Longrow,Longrow
1,37,1940,1977,40.00%,750,3475.41,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan
2,37,1940,1977,40.00%,750,3475.41,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan
4,52,1946,1998,40.00%,700,11388.6,Macallan Select Reserve,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Select
10,21,1989,2010,55.20%,700,9895.65,Macallan Fine and Rare,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Fine
14,30,1950,1980,43.00%,750,6539.01,Macallan (Rinaldi),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (Rinaldi)
25,25,1957,1982,43.00%,750,5405.7,Macallan Anniversary Malt (Rinaldi),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Anniversary
31,,1955,,46.00%,750,5177.04,Macallan,"Campbell, Hope & King, Speyside Single Malt",Campbell,Hope,UK,Macallan,Macallan
34,32,1938,1970,40.00%,750,4854.03,Macallan (Pinerolo),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan (Pinerolo)
37,33,1937,1970,43.00%,750,4703.07,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan
38,,1957,,45.71%,750,4430.01,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan
39,30,1939,1969,43.00%,750,3862.8,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan
42,,1960,,45.71%,750,4000.44,Macallan,"Campbell, Hope & King, Speyside Single Malt",Campbell,Hope,UK,Macallan,Macallan
45,13,1997,2010,52.30%,700,1397.49,Macallan Easter Elchie,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Easter
46,14,1997,2011,59.70%,700,1941.39,Macallan Easter Elchie,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Easter
49,18,1968,1986,43.00%,750,2060.16,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
50,19,1962,1981,45.71%,750,3315.57,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
51,18,1980,1998,40.00%,700,2198.91,Macallan Gran Reserva,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Gran
52,13,1999,2012,57.20%,700,1649.46,Macallan Easter Elchie,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Easter
53,18,1967,1985,43.00%,750,1848.15,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
54,35,1941,1976,43.00%,750,3641.91,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan
58,25,1949,1974,43.00%,750,2379.84,Macallan (Pinerolo),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan (Pinerolo)
59,25,1962,1987,43.00%,750,2731.71,Macallan Anniversary Malt,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Anniversary
62,56,1950,2006,43.00%,700,3599.73,Macallan Speymalt,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Speymalt
65,14,1989,2003,59.20%,500,1774.89,Macallan Cask Strength,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Cask
79,40,1949,1989,37.90%,750,2317.68,Macallan,"Signatory Vintage, Speyside Single Malt",Signatory Vintage,Speyside,UK,Macallan,Macallan
80,17,1964,1981,43.00%,750,2329.89,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
83,18,1971,1989,43.00%,750,1809.3,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
84,37,1940,1977,40.00%,750,3475.41,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan
85,18,1979,1997,40.00%,700,1958.04,Macallan Gran Reserva,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Gran
88,18,1972,1990,43.00%,750,1850.37,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
96,30,1976,2006,45.30%,700,1103.34,Macallan Single Cask,"Adelphi, Speyside Single Malt",Adelphi,Speyside,UK,Macallan,Macallan Single
97,,1938,,40.00%,750,2562.99,Macallan Pride of Strathspey (Pinerolo),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Pride
100,25,1964,1989,43.00%,750,3308.91,Macallan Anniversary Malt (Giovinetti and Figli),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Anniversary
102,18,1974,1992,43.00%,700,1509.6,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
108,18,1976,1994,43.00%,750,1823.73,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
109,18,1980,1998,43.00%,700,1168.83,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
114,35,1968,2003,40.30%,700,1242.09,Macallan,"Celtic Heartlands, Speyside Single Malt",Celtic Heartlands,Speyside,UK,Macallan,Macallan
117,48,1966,2014,43.00%,700,1608.39,Macallan Speymalt,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Speymalt
126,18,1985,2003,43.00%,700,819.18,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
147,42,1973,2015,43.00%,700,1232.1,Macallan Speymalt,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Speymalt
148,20,1990,2010,46.00%,700,410.7,Macallan 30th Anniversary,"Moon-Import, Speyside Single Malt",Moon-Import,Speyside,UK,Macallan,Macallan 30th
154,32,1973,2005,40.00%,700,647.13,Macallan Speymalt,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Speymalt
164,18,1988,2006,43.00%,700,849.15,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
165,18,1988,2006,40.00%,700,1134.42,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
173,18,1986,2004,43.00%,700,879.12,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
179,23,1977,2000,50.00%,700,947.94,Macallan,"Silver Seal, Speyside Single Malt",Silver Seal,Speyside,UK,Macallan,Macallan
191,25,1958,1983,43.00%,750,4144.74,Macallan Anniversary Malt,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Anniversary
192,,1937,,40.00%,750,4315.68,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan
195,,1958,,45.71%,750,3559.77,Macallan,"Campbell, Hope & King, Speyside Single Malt",Campbell,Hope,UK,Macallan,Macallan
198,18,1964,1982,43.00%,750,2356.53,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
200,59,1950,2009,43.00%,700,3547.56,Macallan Speymalt,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Speymalt
201,17,1965,1982,43.00%,750,3025.86,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
202,18,1965,1983,43.00%,750,3036.96,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
207,,1937,,40.00%,750,3850.59,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan
212,17,1981,1998,56.00%,500,2249.97,Macallan Exceptional Cask (First Release),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Exceptional
234,51,1951,2002,52.30%,50,1639.47,Macallan Fine and Rare,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Fine
243,18,1982,2000,43.00%,700,1041.18,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
247,,1957,,45.71%,750,3867.24,Macallan,"Campbell, Hope & King, Speyside Single Malt",Campbell,Hope,UK,Macallan,Macallan
248,,1956,,45.71%,750,4512.15,Macallan,"Campbell, Hope & King, Speyside Single Malt",Campbell,Hope,UK,Macallan,Macallan
249,,1955,,45.85%,750,3881.67,Macallan,"Campbell, Hope & King, Speyside Single Malt",Campbell,Hope,UK,Macallan,Macallan
250,34,1936,1970,40.00%,750,5032.74,Macallan (Pinerolo),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan (Pinerolo)
257,35,1938,1973,43.00%,750,3695.19,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan
258,14,1991,2005,54.00%,700,1494.06,Macallan Easter Elchie (Seasonal Selection),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Easter
262,24,1971,1995,46.00%,700,2274.39,Macallan,"Samaroli, Speyside Single Malt",Samaroli,Speyside,UK,Macallan,Macallan
263,25,1974,1999,43.00%,700,2323.23,Macallan Anniversary Malt,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Anniversary
266,18,1966,1984,43.00%,750,2562.99,Macallan (Giovinetti & Figli),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (Giovinetti
297,22,1988,2010,56.70%,700,623.82,Macallan,"Silver Seal, Speyside Single Malt",Silver Seal,Speyside,UK,Macallan,Macallan
313,29,1985,2014,47.70%,700,949.05,Macallan Càrn Mòr (Celebration of the Cask),"Scottish Liqueur Centre, Speyside Single Malt",Scottish Liqueur Centre,Speyside,UK,Macallan,Macallan Càrn
318,15,1984,1999,43.00%,700,570.54,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
720,18,1974,1992,43.00%,50,176.49,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
721,18,1993,2011,43.00%,700,351.87,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
722,18,1995,2013,43.00%,700,295.26,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
723,18,1996,2014,43.00%,700,290.82,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
724,26,1966,1992,43.00%,50,177.6,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
725,18,1971,1989,43.00%,50,176.49,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
726,25,1972,1997,43.00%,700,547.23,Macallan Finest Collection,"Hart Brothers, Speyside Single Malt",Hart Brothers,Speyside,UK,Macallan,Macallan Finest
727,20,1975,1995,46.00%,700,328.56,Macallan First Cask,"Direct Wines, Speyside Single Malt",Direct Wines,Speyside,UK,Macallan,Macallan First
728,19,1975,1994,43.00%,700,229.77,Macallan,"The Ultimate, Speyside Single Malt",The Ultimate,Speyside,UK,Macallan,Macallan
729,15,1982,1997,58.30%,700,442.89,Macallan Private Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Private
730,17,1987,2004,46.00%,700,276.39,Macallan,"Cadenhead, Speyside Single Malt",Cadenhead,Speyside,UK,Macallan,Macallan
731,18,1988,2006,57.10%,700,369.63,Macallan Sestante Collection (Italian Import),"Silver Seal, Speyside Single Malt",Silver Seal,Speyside,UK,Macallan,Macallan Sestante
732,11,1988,1999,57.80%,700,515.04,Macallan 24.58,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society,Speyside,UK,Macallan,Macallan 24.58
733,14,1989,2003,51.40%,700,290.82,Macallan Malts of Distinction,"Morrison Fairlie Distillery Co., Speyside Single Malt",Morrison Fairlie Distillery Co.,Speyside,UK,Macallan,Macallan Malts
734,13,1989,2002,45.00%,700,562.77,Macallan Single Cask,"Samaroli, Speyside Single Malt",Samaroli,Speyside,UK,Macallan,Macallan Single
735,,1989,,40.00%,700,158.73,Macallan Whisky Galore,"Duncan Taylor, Speyside Single Malt",Duncan Taylor,Speyside,UK,Macallan,Macallan Whisky
736,8,1990,1998,40.00%,700,104.34,Macallan Speymalt,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Speymalt
737,12,1990,2002,40.00%,700,348.54,Macallan Buccaneer,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Buccaneer
738,12,1990,2002,46.00%,700,87.69,Macallan Barrel Selection,"Wilson & Morgan, Speyside Single Malt",Wilson & Morgan,Speyside,UK,Macallan,Macallan Barrel
739,12,1992,2004,40.00%,1000,239.76,Macallan Elegancia,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Elegancia
740,21,1997,2017,46.00%,700,236.43,Macallan Life is a Circus,"High Spirits' Collection, Speyside Single Malt",High Spirits' Collection,Speyside,UK,Macallan,Macallan Life
741,13,1997,2010,52.30%,50,286.38,Macallan Easter Elchie,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Easter
838,,1938,,40.00%,50,156.51,Macallan Pride of Strathspey,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Pride
1255,18,1976,1994,43.00%,50,179.82,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1256,18,1978,1996,43.00%,50,162.06,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1257,18,1992,2010,43.00%,700,477.3,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1258,18,1994,2012,43.00%,700,314.13,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1259,18,1996,2014,43.00%,750,304.14,Macallan (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (US
1260,18,1997,2015,43.00%,700,298.59,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1261,18,1969,1987,43.00%,50,128.76,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1262,18,1973,1991,43.00%,50,200.91,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1263,21,1985,2006,53.00%,700,236.43,Macallan Scott´s Selection,"Robert Scott & Co, Speyside Single Malt",Robert Scott & Co,Speyside,UK,Macallan,Macallan Scott´s
1264,12,1988,2000,43.00%,1500,704.85,Macallan,"Signatory Vintage, Speyside Single Malt",Signatory Vintage,Speyside,UK,Macallan,Macallan
1265,11,1988,1999,55.90%,700,501.72,Macallan 24.57,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society,Speyside,UK,Macallan,Macallan 24.57
1266,12,1991,2003,40.00%,1000,259.74,Macallan Elegancia (Old Style),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Elegancia
1267,,1990,,56.10%,700,235.32,Macallan Embassy Collection (150th Anniversary ),"Braunstein, Speyside Single Malt",Braunstein,Speyside,UK,Macallan,Macallan Embassy
1268,20,1994,2014,40.00%,700,127.65,Macallan Speymalt,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Speymalt
1269,,1995,,43.00%,700,123.21,Macallan Speymalt,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Speymalt
1270,14,1997,2011,59.70%,50,313.02,Macallan Easter Elchie,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Easter
1271,19,1998,2017,43.00%,700,138.75,Macallan Speymalt,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Speymalt
1273,50,1938,1988,40.00%,50,140.97,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan
1319,,1938,,40.00%,750,1349.76,Macallan Pride of Strathspey,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Pride
1695,18,1963,1981,43.00%,50,119.88,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1696,18,1964,1982,43.00%,50,84.36,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1697,18,1965,1983,43.00%,50,91.02,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1698,18,1966,1984,43.00%,750,2384.28,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1699,18,1966,1984,43.00%,50,82.14,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1700,18,1967,1985,43.00%,50,87.69,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1701,18,1968,1986,43.00%,50,149.85,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1702,18,1970,1988,43.00%,50,95.46,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1703,18,1972,1990,43.00%,50,163.17,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1704,18,1973,1991,43.00%,50,128.76,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1705,18,1975,1993,43.00%,50,190.92,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1706,18,1976,1994,43.00%,700,1738.26,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1707,18,1980,1998,43.00%,50,143.19,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1708,18,1981,1999,43.00%,50,213.12,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1709,18,1982,2000,43.00%,50,313.02,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1710,18,1984,2002,43.00%,700,942.39,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1711,18,1989,2007,43.00%,700,704.85,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1712,18,1990,2008,43.00%,700,492.84,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1713,18,1991,2009,43.00%,700,438.45,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1714,32,1938,1970,43.00%,750,4021.53,Macallan (Pinerolo),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan (Pinerolo)
1715,33,1939,1972,43.00%,750,2799.42,Macallan (Pinerolo),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan (Pinerolo)
1716,37,1940,1977,43.00%,750,4017.09,Macallan (Pinerolo),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan (Pinerolo)
1717,,1952,,45.71%,750,6810.96,Macallan,"Campbell, Hope & King, Speyside Single Malt",Campbell,Hope,UK,Macallan,Macallan
1718,26,1967,1993,50.60%,50,309.69,Macallan Fino Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Fino
1719,35,1968,2003,53.10%,700,1254.3,Macallan Rare Auld,"Duncan Taylor, Speyside Single Malt",Duncan Taylor,Speyside,UK,Macallan,Macallan Rare
1720,25,1975,2000,43.00%,700,2369.85,Macallan Anniversary Malt,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Anniversary
1721,18,1979,1997,43.00%,50,158.73,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
1722,20,1987,2007,55.30%,700,156.51,Macallan,"Duncan Taylor, Speyside Single Malt",Duncan Taylor,Speyside,UK,Macallan,Macallan
1723,18,1989,2007,50.60%,700,193.14,Macallan Exclusive Malts,"Creative Whisky Company, Speyside Single Malt",Creative Whisky Company,Speyside,UK,Macallan,Macallan Exclusive
1724,22,1990,2012,53.90%,700,229.77,Macallan Mackillop´s Choice,"Mackillop's Choice, Speyside Single Malt",Mackillop's Choice,Speyside,UK,Macallan,Macallan Mackillop´s
1725,16,1990,2006,56.60%,700,627.15,Macallan 24.94,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society,Speyside,UK,Macallan,Macallan 24.94
1726,10,1991,2001,40.00%,700,421.8,Macallan Coronation Day,"The Whisky Connoisseur, Speyside Single Malt",The Whisky Connoisseur,Speyside,UK,Macallan,Macallan Coronation
1727,9,2004,2013,43.00%,700,72.15,Macallan Speymalt,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Speymalt
1728,9,2005,2014,43.00%,700,66.6,Macallan Speymalt,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Speymalt
1729,12,1979,1991,55.20%,50,37.74,Macallan Glenlivet,"Cadenhead, Speyside Single Malt",Cadenhead,Speyside,UK,Macallan,Macallan Glenlivet
1733,50,1938,1988,40.00%,750,2860.47,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan
1772,,1937,,40.00%,50,117.66,Macallan Pride of Strathspey,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Pride
2292,14,1991,2005,40.00%,700,194.25,Macallan 100th Anniversary,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan 100th
2293,18,1969,1987,43.00%,750,2056.83,Macallan (1990s Giovinetti Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (1990s
2294,18,1977,1995,43.00%,700,1534.02,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
2295,18,1977,1995,43.00%,750,2007.99,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
2296,18,1978,1996,43.00%,700,1556.22,Macallan (1980s Giovinetti Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (1980s
2297,18,1978,1996,43.00%,750,1661.67,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
2298,18,1979,1997,43.00%,750,2010.21,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
2299,18,1980,1998,43.00%,750,1487.4,Macallan (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (US
2300,18,1983,2001,43.00%,750,1924.74,Macallan (Old Style US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (Old
2301,18,1984,2002,43.00%,750,1860.36,Macallan (Old Style US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (Old
2302,18,1988,2006,43.00%,750,1148.85,Macallan (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (US
2303,18,1989,2007,43.00%,750,762.57,Macallan (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (US
2304,18,1991,2009,43.00%,750,632.7,Macallan (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (US
2305,18,1992,2010,43.00%,750,573.87,Macallan (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (US
2306,37,1937,1974,43.00%,750,4391.16,Macallan (Pinerolo),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan (Pinerolo)
2307,25,1948,1973,43.00%,750,3406.59,Macallan (Pinerolo),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (Pinerolo)
