age,vintage,bottled,avp,size,price,name,bottling,bottler,loc/type,country,name_1,name_2
18.0,1956.0,1974.0,43.00%,750,825.84,Highland Park (Ferraretto),"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Highland,Highland Park
46.0,1946.0,1992.0,40.00%,700,1308.69,Linkwood,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Linkwood,Linkwood
25.0,1992.0,2017.0,61.40%,700,1056.72,Glenfiddich 130th Anniversary,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Glenfiddich,Glenfiddich 130th
25.0,1981.0,2006.0,61.40%,700,927.96,Rosebank 2007 Release,"Original Bottling, Lowlands Single Malt",Original Bottling,Lowlands,UK,Rosebank,Rosebank 2007
20.0,1981.0,2001.0,62.00%,700,1178.8200000000004,Talisker Special Releases (2002 Release),"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Talisker,Talisker Special
40.0,1963.0,2003.0,42.90%,700,1152.18,Bunnahabhain (Feis Ile 2003),"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Bunnahabhain,Bunnahabhain (Feis
18.0,1988.0,2006.0,43.00%,700,849.1500000000003,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
18.0,1988.0,2006.0,40.00%,700,1134.42,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
17.0,1958.0,1975.0,43.00%,750,1027.86,Highland Park (Ferraretto),"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Highland,Highland Park
26.0,1977.0,2003.0,52.10%,700,1004.55,Highland Park Scottish Field Merchant´s,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Highland,Highland Park
28.0,1979.0,2007.0,53.80%,700,1086.69,Port Ellen 7th Annual Release,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Port,Port Ellen
23.0,1985.0,2008.0,51.70%,700,466.20000000000016,Yoichi 116.13,"Scotch Malt Whisky Society, Japan Single Malt",Scotch Malt Whisky Society,Japan,JP,Yoichi,Yoichi 116.13
35.0,1979.0,2014.0,46.00%,700,946.83,Port Ellen Rare Old,"Gordon & MacPhail, Islay Single Malt",Gordon & MacPhail,Islay,UK,Port,Port Ellen
20.0,1975.0,1995.0,54.90%,700,1127.76,Brora Rare Malts,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Brora,Brora Rare
35.0,1977.0,2013.0,49.90%,700,1290.93,Brora 2013 Release,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Brora,Brora 2013
18.0,1986.0,2004.0,43.00%,700,879.1200000000001,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
29.0,1978.0,2007.0,55.30%,700,1017.87,Port Ellen 8th Annual Release,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Port,Port Ellen
38.0,1975.0,2013.0,45.60%,700,889.1100000000001,Auchentoshan Bourbon Cask,"Original Bottling, Lowlands Single Malt",Original Bottling,Lowlands,UK,Auchentoshan,Auchentoshan Bourbon
25.0,1971.0,1996.0,43.00%,700,848.0400000000003,Glenmorangie The Culloden,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glenmorangie,Glenmorangie The
15.0,2000.0,2015.0,58.80%,700,995.67,Hanyu Single Cask (Ichiro´s Malt),"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Hanyu,Hanyu Single
36.0,1968.0,2004.0,53.80%,700,1028.97,Longmorn 7.27,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society,Speyside,UK,Longmorn,Longmorn 7.27
23.0,1977.0,2000.0,50.00%,700,947.94,Macallan,"Silver Seal, Speyside Single Malt",Silver Seal,Speyside,UK,Macallan,Macallan
35.0,1977.0,2012.0,50.40%,700,1102.23,Port Ellen Old & Rare,"Douglas Laing, Islay Single Malt",Douglas Laing,Islay,UK,Port,Port Ellen
24.0,1977.0,2001.0,56.10%,700,845.82,Brora Rare Malts,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Brora,Brora Rare
20.0,1978.0,1998.0,60.90%,700,818.07,Port Ellen Rare Malts,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Port,Port Ellen
4.0,2011.0,2015.0,61.90%,700,1022.31,Chichibu Madeira Cask (Ichiro´s Malt),"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Chichibu,Chichibu Madeira
20.0,1985.0,2005.0,55.00%,720,17252.730000000003,Hanyu Ace of Spades (First Release),"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Hanyu,Hanyu Ace
45.0,1964.0,2009.0,45.00%,700,17094.0,Dalmore Aurora (Oloroso Cask),"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Dalmore,Dalmore Aurora
24.0,1985.0,2009.0,54.90%,700,15294.69,Hanyu Joker Monochrome (Ichiro´s Malt Card),"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Hanyu,Hanyu Joker
21.0,1985.0,2006.0,55.70%,700,11792.64,Hanyu Ace of Spades (Ichiro´s Malt Card),"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Hanyu,Hanyu Ace
16.0,1990.0,2006.0,54.00%,700,5411.250000000001,Hanyu Queen of Hearts (Ichiro´s Malt Card),"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Hanyu,Hanyu Queen
,1971.0,,59.60%,750,6079.47,Glen Garioch Full Proof (Sherry Wood),"Samaroli, Highlands Single Malt",Samaroli,Highlands,UK,Glen,Glen Garioch
41.0,1971.0,2012.0,63.70%,700,9375.06,Karuizawa Noh Single Cask,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Noh
25.0,1958.0,1983.0,43.00%,750,4144.740000000002,Macallan Anniversary Malt,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Anniversary
,1937.0,,40.00%,750,4315.68,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan
13.0,1937.0,1950.0,57.14%,750,4797.42,Glenlivet 100 Proof,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Glenlivet,Glenlivet 100
13.0,1937.0,1950.0,45.71%,750,4693.080000000001,Glenlivet 80 Proof,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Glenlivet,Glenlivet 80
,1958.0,,45.71%,750,3559.7700000000004,Macallan,"Campbell, Hope & King, Speyside Single Malt",Campbell,Hope,UK,Macallan,Macallan
25.0,1984.0,2009.0,48.00%,700,5122.6500000000015,Yamazaki,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Yamazaki,Yamazaki
31.0,1981.0,2012.0,60.60%,700,4943.940000000001,Karuizawa Geisha Label,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Geisha
18.0,1964.0,1982.0,43.00%,750,2356.53,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
22.0,1976.0,1998.0,56.00%,700,3888.33,Ardbeg Single Cask,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Ardbeg,Ardbeg Single
59.0,1950.0,2009.0,43.00%,700,3547.5600000000004,Macallan Speymalt,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Speymalt
17.0,1965.0,1982.0,43.00%,750,3025.86,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
18.0,1965.0,1983.0,43.00%,750,3036.9600000000005,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
32.0,1972.0,2004.0,48.30%,700,2395.38,Ardbeg Single Cask,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Ardbeg,Ardbeg Single
35.0,1980.0,2015.0,61.60%,700,3750.6900000000014,Karuizawa Golden Samurai,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Golden
30.0,1984.0,2014.0,58.20%,700,3375.51,Karuizawa Noh Single Cask,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Noh
35.0,1979.0,2014.0,58.80%,700,2883.78,Karuizawa Single Cask,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Single
,1937.0,,40.00%,750,3850.59,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan
12.0,1993.0,2005.0,55.70%,750,1293.15,Glenmorangie Swampt Oak,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glenmorangie,Glenmorangie Swampt
32.0,1983.0,2015.0,53.90%,750,2437.5600000000004,Port Ellen 15th Annual Release,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Port,Port Ellen
25.0,1967.0,1992.0,54.40%,700,2040.1800000000005,Rosebank,"Signatory Vintage, Lowlands Single Malt",Signatory Vintage,Lowlands,UK,Rosebank,Rosebank
11.0,1994.0,2005.0,61.00%,700,2056.830000000001,Karuizawa Single Cask,"Full Proof Europe, Japan Single Malt",Full Proof Europe,Japan,JP,Karuizawa,Karuizawa Single
17.0,1981.0,1998.0,56.00%,500,2249.9700000000007,Macallan Exceptional Cask (First Release),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Exceptional
17.0,1974.0,1991.0,61.10%,750,2224.44,Caol Ila,"Signatory Vintage, Islay Single Malt",Signatory Vintage,Islay,UK,Caol,Caol Ila
20.0,1965.0,1985.0,49.10%,750,4827.39,Bowmore,"Sestante, Islay Single Malt",Sestante,Islay,UK,Bowmore,Bowmore
13.0,2000.0,2013.0,59.50%,700,1353.09,Hanyu The Game (Ichiro´s Malt),"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Hanyu,Hanyu The
,1959.0,,43.00%,750,1602.84,Glenlivet Vintage (Bottled in the 1980s),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Glenlivet,Glenlivet Vintage
31.0,1980.0,2011.0,56.40%,700,1958.04,Karuizawa Single Cask (Taiwan Exclusive),"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Single
22.0,1994.0,2016.0,62.30%,700,2147.850000000001,Karuizawa Noh Single Cask,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Noh
27.0,1984.0,2011.0,59.60%,700,2539.6800000000007,Karuizawa Single Cask,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Single
15.0,1993.0,2008.0,60.00%,700,1941.39,Hakushu The Cask of Hakushu,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Hakushu,Hakushu The
21.0,1988.0,2009.0,55.60%,700,1256.5200000000002,Hanyu Noh Single Cask (Spanish Oak),"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Hanyu,Hanyu Noh
32.0,1964.0,1996.0,40.00%,700,1132.2,Littlemill,"Original Bottling, Lowlands Single Malt",Original Bottling,Lowlands,UK,Littlemill,Littlemill
37.0,1972.0,2009.0,54.80%,700,1279.8300000000004,Glendronach Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glendronach,Glendronach Single
,1957.0,,46.20%,435,1830.39,Talisker,"Cadenhead, Islands Single Malt",Cadenhead,Islands,UK,Talisker,Talisker
16.0,1974.0,1990.0,46.00%,750,1377.5100000000002,Longrow,"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Longrow,Longrow
19.0,1990.0,2009.0,53.00%,700,1860.36,Hanyu The Wave,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Hanyu,Hanyu The
,1964.0,,46.00%,750,1494.0600000000006,Glen Ord Caves Fauchon,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glen,Glen Ord
26.0,1985.0,2012.0,53.30%,700,703.74,Glendronach Trump,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glendronach,Glendronach Trump
23.0,1985.0,2008.0,58.00%,700,1606.17,Hanyu Cask Strength (Ichiro´s Malt),"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Hanyu,Hanyu Cask
12.0,2000.0,2012.0,57.50%,700,1573.9800000000002,Hanyu The Game,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Hanyu,Hanyu The
25.0,1969.0,1994.0,43.00%,700,945.72,Bowmore,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Bowmore,Bowmore
17.0,2000.0,2017.0,62.30%,700,1810.41,Karuizawa Single Cask,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Single
36.0,1970.0,2006.0,53.10%,700,1325.34,Springbank,"Signatory Vintage, Campbeltown Single Malt",Signatory Vintage,Campbeltown,UK,Springbank,Springbank
51.0,1951.0,2002.0,52.30%,50,1639.4700000000007,Macallan Fine and Rare,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Fine
,1999.0,,60.60%,700,1948.05,Karuizawa Single Cask,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Single
34.0,1978.0,2012.0,55.00%,700,2137.86,Port Ellen 13th Annual Release,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Port,Port Ellen
12.0,2000.0,2012.0,59.00%,700,1982.4600000000007,Hanyu The Game,"Shinanoya, Japan Single Malt",Shinanoya,Japan,JP,Hanyu,Hanyu The
,1973.0,,43.00%,750,1672.7700000000002,Bowmore,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Bowmore,Bowmore
16.0,2000.0,2016.0,63.80%,700,1828.17,Karuizawa Single Sherry Cask (Rising Sun),"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Single
21.0,1982.0,2003.0,40.00%,1500,1683.87,Port Ellen (Magnum),"Silver Seal, Islay Single Malt",Silver Seal,Islay,UK,Port,Port Ellen
12.0,1994.0,2006.0,61.00%,700,1309.8000000000004,Karuizawa Single Cask (Ichiro´s Choice),"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Single
15.0,2000.0,2015.0,60.00%,700,1389.72,Hanyu Single Cask (Ichiro´s Malt),"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Hanyu,Hanyu Single
18.0,1982.0,2000.0,43.00%,700,1041.18,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
22.0,1972.0,1994.0,58.70%,700,4680.870000000001,Brora Rare Malts,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Brora,Brora Rare
42.0,1969.0,2011.0,61.30%,700,4849.59,Karuizawa Single Cask,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Single
22.0,1964.0,1986.0,43.00%,750,4289.04,Bowmore,"R. W. Duthie & Co., Islay Single Malt",R. W. Duthie & Co.,Islay,UK,Bowmore,Bowmore
,1957.0,,45.71%,750,3867.24,Macallan,"Campbell, Hope & King, Speyside Single Malt",Campbell,Hope,UK,Macallan,Macallan
,1956.0,,45.71%,750,4512.1500000000015,Macallan,"Campbell, Hope & King, Speyside Single Malt",Campbell,Hope,UK,Macallan,Macallan
,1955.0,,45.85%,750,3881.6700000000014,Macallan,"Campbell, Hope & King, Speyside Single Malt",Campbell,Hope,UK,Macallan,Macallan
34.0,1936.0,1970.0,40.00%,750,5032.740000000002,Macallan (Pinerolo),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan (Pinerolo)
25.0,1958.0,1983.0,46.00%,750,4260.18,Springbank,"R. W. Duthie & Co., Campbeltown Single Malt",R. W. Duthie & Co.,Campbeltown,UK,Springbank,Springbank
15.0,1964.0,1979.0,43.00%,750,3090.24,Bowmore Bicentenary,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Bowmore,Bowmore Bicentenary
20.0,1963.0,1983.0,46.00%,750,4145.85,Imperial,"R. W. Duthie & Co., Speyside Single Malt",R. W. Duthie & Co.,Speyside,UK,Imperial,Imperial
50.0,1939.0,1989.0,40.00%,750,4118.1,Mortlach,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Mortlach,Mortlach
30.0,1984.0,2014.0,60.20%,700,4606.5,Karuizawa Single Cask (Samurai),"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Single
29.0,1981.0,2010.0,60.50%,700,2012.43,Karuizawa Geisha Cask,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Geisha
35.0,1938.0,1973.0,43.00%,750,3695.1900000000014,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan
14.0,1991.0,2005.0,54.00%,700,1494.0600000000006,Macallan Easter Elchie (Seasonal Selection),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Easter
30.0,1967.0,1997.0,49.80%,700,3705.18,Ardbeg,"Signatory Vintage, Islay Single Malt",Signatory Vintage,Islay,UK,Ardbeg,Ardbeg
32.0,1980.0,2012.0,59.20%,700,3042.51,Karuizawa Noh,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Noh
30.0,1984.0,2014.0,58.30%,700,3799.53,Karuizawa Single Cask (Samurai),"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Single
24.0,1971.0,1995.0,46.00%,700,2274.390000000001,Macallan,"Samaroli, Speyside Single Malt",Samaroli,Speyside,UK,Macallan,Macallan
25.0,1974.0,1999.0,43.00%,700,2323.23,Macallan Anniversary Malt,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Anniversary
32.0,1966.0,1998.0,55.10%,700,2249.9700000000007,Springbank Local Barley,"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Springbank,Springbank Local
37.0,1978.0,2015.0,55.20%,700,2828.28,Port Ellen 16th Annual Release,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Port,Port Ellen
18.0,1966.0,1984.0,43.00%,750,2562.99,Macallan (Giovinetti & Figli),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (Giovinetti
32.0,1965.0,1997.0,50.80%,700,4173.6,Springbank,"Adelphi, Campbeltown Single Malt",Adelphi,Campbeltown,UK,Springbank,Springbank
25.0,1990.0,2015.0,59.60%,700,2886.0000000000005,Balvenie DCS Compendium (Chapter 2),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Balvenie,Balvenie DCS
33.0,1966.0,1999.0,43.00%,700,1797.09,Glenugie,"Samaroli, Highlands Single Malt",Samaroli,Highlands,UK,Glenugie,Glenugie
33.0,1981.0,2014.0,55.30%,700,2954.82,Karuizawa Single Cask,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Single
11.0,1975.0,1986.0,43.00%,750,2039.07,Ardbeg,"R. W. Duthie & Co., Islay Single Malt",R. W. Duthie & Co.,Islay,UK,Ardbeg,Ardbeg
31.0,1966.0,1997.0,53.60%,700,1922.52,Springbank Local Barley,"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Springbank,Springbank Local
22.0,1991.0,2013.0,62.40%,700,1361.97,Karuizawa 132.2,"Scotch Malt Whisky Society, Japan Single Malt",Scotch Malt Whisky Society,Japan,JP,Karuizawa,Karuizawa 132.2
19.0,1961.0,1980.0,43.00%,750,1016.76,Glenfarclas,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Glenfarclas,Glenfarclas
33.0,1968.0,2001.0,53.10%,700,996.78,Glengoyne Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glengoyne,Glengoyne Single
15.0,1981.0,1996.0,62.90%,700,1135.5300000000002,Lagavulin 111.4,"Scotch Malt Whisky Society, Islay Single Malt",Scotch Malt Whisky Society,Islay,UK,Lagavulin,Lagavulin 111.4
22.0,1978.0,2000.0,60.50%,700,806.97,Port Ellen Rare Malts,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Port,Port Ellen
31.0,1978.0,2009.0,51.20%,700,570.5400000000002,Glendronach Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glendronach,Glendronach Single
26.0,1969.0,1995.0,58.80%,750,1100.01,Glenlochy Rare Malts,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glenlochy,Glenlochy Rare
28.0,1973.0,2001.0,45.40%,700,925.74,Highland Park Single Cask,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Highland,Highland Park
37.0,1939.0,1976.0,43.00%,750,1222.11,Linkwood Connoisseurs Choice (Pinerolo),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Linkwood,Linkwood Connoisseurs
23.0,1970.0,1993.0,58.43%,700,1100.01,St Magdalene Rare Malts,"Original Bottling, Lowlands Single Malt",Original Bottling,Lowlands,UK,St,St Magdalene
35.0,1966.0,2001.0,46.10%,700,1015.65,Bunnahabhain Single Cask,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Bunnahabhain,Bunnahabhain Single
,1970.0,,52.40%,700,1078.92,Linkwood Private Collection,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Linkwood,Linkwood Private
28.0,1973.0,2001.0,50.40%,700,911.31,Highland Park Single Cask,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Highland,Highland Park
35.0,1977.0,2012.0,54.60%,700,892.44,Talisker Cask Strength,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Talisker,Talisker Cask
35.0,1979.0,2014.0,51.10%,700,1083.36,Port Ellen Director´s Cut,"Douglas Laing, Islay Single Malt",Douglas Laing,Islay,UK,Port,Port Ellen
36.0,1966.0,2002.0,40.60%,700,935.73,Bruichladdich Legacy Series One,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Bruichladdich,Bruichladdich Legacy
36.0,1976.0,2012.0,49.30%,700,723.72,Tomatin Full Metal Dram,"Fulldram, Highlands Single Malt",Fulldram,Highlands,UK,Tomatin,Tomatin Full
25.0,1977.0,2002.0,57.20%,700,818.07,Lagavulin 2002 Release,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Lagavulin,Lagavulin 2002
14.0,1974.0,1988.0,64.30%,750,2095.6800000000007,Port Ellen,"Intertrade, Islay Single Malt",Intertrade,Islay,UK,Port,Port Ellen
33.0,1949.0,1982.0,40.00%,750,1092.24,Glen Grant,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Glen,Glen Grant
