0,1,2,3,4,5,6,7,8,9
16,1999,2015,50.00%,700 ml,NA,108,124 €,Laphroaig 29.195,"Scotch Malt Whisky Society, Islay Single Malt"
12,2003,2015,46.00%,700 ml,6384,NA,146 €,Laphroaig Highgrove,"Original Bottling, Islay Single Malt"
21,1993,2014,48.40%,350 ml,NA,NA,141 €,Laphroaig Friends of Laphroaig,"Original Bottling, Islay Single Malt"
25,NA,2013,45.10%,700 ml,NA,NA,340 €,Laphroaig Cask Strength (2013 Release),"Original Bottling, Islay Single Malt"
25,NA,2016,48.60%,700 ml,NA,NA,327 €,Laphroaig Cask Strength (2016 Release),"Original Bottling, Islay Single Malt"
NA,NA,NA,55.00%,700 ml,NA,3600,132 €,Laphroaig Càirdeas (Feis Ile 2008),"Original Bottling, Islay Single Malt"
NA,NA,NA,51.60%,700 ml,NA,NA,108 €,Laphroaig Cairdeas (Feis Ile 2016),"Original Bottling, Islay Single Malt"
NA,NA,2010,57.30%,700 ml,NA,NA,138 €,Laphroaig Cairdeas (Feis Ile 2010),"Original Bottling, Islay Single Malt"
NA,NA,NA,51.30%,700 ml,NA,NA,170 €,Laphroaig Cairdeas Port Wood (Feis Ile 2013),"Original Bottling, Islay Single Malt"
NA,NA,NA,53.50%,500 ml,NA,NA,166 €,Laphroaig Lp8 Elements of Islay,"Speciality Drinks, Islay Single Malt"
10,NA,NA,46.30%,700 ml,NA,NA,40 €,Ledaig Wonderfully Peated,"Original Bottling, Islands Single Malt"
32,1972,2004,48.90%,700 ml,8721,396,393 €,Ledaig Rare & Old Selection,"Alambic Classique, Islands Single Malt"
NA,1972,NA,40.00%,50 ml,NA,NA,34 €,Ledaig Connoisseurs Choice,"Gordon & MacPhail, Islands Single Malt"
NA,1973,NA,40.00%,750 ml,NA,NA,396 €,Ledaig Connoisseurs Choice,"Gordon & MacPhail, Islands Single Malt"
8,2005,2013,54.50%,50 ml,NA,NA,10 €,Ledaig,"Whisky-Doris, Islands Single Malt"
12,NA,NA,43.00%,700 ml,NA,NA,57 €,Linkwood Flora & Fauna,"Original Bottling, Speyside Single Malt"
30,1968,1998,40.00%,700 ml,NA,NA,401 €,Linkwood Distillery Labels,"Gordon & MacPhail, Speyside Single Malt"
18,1990,2008,43.00%,50 ml,NA,NA,19 €,Linkwood,"Signatory Vintage, Speyside Single Malt"
12,NA,NA,54.00%,700 ml,NA,NA,190 €,Littlemill Full Proof (Italian Import),"Original Bottling, Lowlands Single Malt"
21,1991,2012,55.10%,700 ml,NA,306,145 €,Littlemill,"Whiskybroker.co.uk, Lowlands Single Malt"
25,1991,2016,50.90%,700 ml,11789,300,360 €,Littlemill XOP,"Douglas Laing, Lowlands Single Malt"
20,1992,2012,54.60%,700 ml,9,NA,188 €,Littlemill,"Berry Bros & Rudd, Lowlands Single Malt"
8,NA,NA,40.00%,700 ml,NA,NA,139 €,Littlemill (Clear Bottle),"Original Bottling, Lowlands Single Malt"
8,NA,NA,40.00%,700 ml,NA,NA,153 €,Littlemill,"Original Bottling, Lowlands Single Malt"
8,NA,NA,40.00%,700 ml,NA,NA,149 €,Littlemill (Green Bottle),"Original Bottling, Lowlands Single Malt"
4,2001,2005,45.00%,700 ml,NA,434,34 €,Loch Lomond Distillery Select (Craiglodge),"Original Bottling, Highlands Single Malt"
11,1992,2003,59.70%,700 ml,NA,NA,137 €,Loch Lomond 122.3,"Scotch Malt Whisky Society, Highlands Single Malt"
NA,NA,NA,62.50%,500 ml,NA,NA,176 €,Lochindaal Ln1 Elements of Islay,"Speciality Drinks, Islay Single Malt"
24,1981,2005,40.00%,700 ml,NA,NA,276 €,Lochside Rare Old,"Gordon & MacPhail, Highlands Single Malt"
20,1991,2011,43.00%,700 ml,NA,NA,162 €,Lochside Connoisseurs Choice,"Gordon & MacPhail, Highlands Single Malt"
15,1991,2006,43.00%,700 ml,NA,NA,145 €,Lochside Connoisseurs Choice,"Gordon & MacPhail, Highlands Single Malt"
14,1991,2005,43.00%,700 ml,NA,NA,141 €,Lochside 30th Anniversary,"Gordon & MacPhail, Highlands Single Malt"
16,NA,NA,48.00%,700 ml,NA,NA,78 €,Longmorn (Green Label),"Original Bottling, Speyside Single Malt"
45,1967,2012,43.00%,700 ml,NA,NA,599 €,Longmorn,"Gordon & MacPhail, Speyside Single Malt"
35,1975,2010,44.00%,700 ml,NA,NA,343 €,Longmorn The Nectar of the Daily Drams,"Daily Dram, Speyside Single Malt"
13,NA,NA,51.30%,700 ml,NA,9000,102 €,Longrow Red (Malbec),"Original Bottling, Campbeltown Single Malt"
11,2001,2012,46.00%,700 ml,NA,9000,118 €,Longrow (Rundlets & Kilderkins),"Original Bottling, Campbeltown Single Malt"
11,2001,2012,57.10%,700 ml,NA,9000,97 €,Longrow (Rundlets & Kilderkins),"Original Bottling, Campbeltown Single Malt"
9,2007,2016,56.30%,700 ml,NA,1134,117 €,Longrow (Springbank Society),"Original Bottling, Campbeltown Single Malt"
10,NA,NA,40.00%,700 ml,NA,NA,204 €,Macallan (Elchie House Red),"Original Bottling, Speyside Single Malt"
10,NA,NA,40.00%,750 ml,NA,NA,273 €,Macallan (1980s),"Original Bottling, Speyside Single Malt"
10,NA,NA,40.00%,700 ml,NA,NA,251 €,Macallan (Elchie House Green),"Original Bottling, Speyside Single Malt"
10,NA,NA,43.00%,50 ml,NA,NA,31 €,Macallan,"Original Bottling, Speyside Single Malt"
10,NA,NA,40.00%,700 ml,NA,NA,342 €,Macallan Speaker Martin (Old White Packaging),"Original Bottling, Speyside Single Malt"
12,NA,NA,43.00%,1000 ml,NA,NA,372 €,Macallan (Easter Elchies Green),"Original Bottling, Speyside Single Malt"
12,NA,NA,43.00%,750 ml,NA,NA,381 €,Macallan (1980s),"Original Bottling, Speyside Single Malt"
12,NA,NA,40.00%,700 ml,NA,NA,207 €,Macallan (1990s),"Original Bottling, Speyside Single Malt"
12,NA,NA,43.00%,1000 ml,NA,NA,394 €,Macallan (Easter Elchies Red),"Original Bottling, Speyside Single Malt"
12,NA,NA,45.60%,700 ml,NA,NA,239 €,Macallan Gran Reserva,"Original Bottling, Speyside Single Malt"
17,NA,NA,43.00%,700 ml,NA,NA,190 €,Macallan Fine Oak (Triple Cask Matured Old Style),"Original Bottling, Speyside Single Malt"
17,NA,NA,43.00%,750 ml,NA,NA,193 €,Macallan Fine Oak (Triple Cask Matured),"Original Bottling, Speyside Single Malt"
18,1974,1992,43.00%,50 ml,NA,NA,159 €,Macallan,"Original Bottling, Speyside Single Malt"
18,1993,2011,43.00%,700 ml,NA,NA,317 €,Macallan,"Original Bottling, Speyside Single Malt"
18,1995,2013,43.00%,700 ml,NA,NA,266 €,Macallan,"Original Bottling, Speyside Single Malt"
