Index,Maker,Year Distrilled,age in cast,ABV,Single Malt Scotch,Flavored Whiskey and Liqueurs,Bourbon, Blended Malt Scotch Whisky ,Blended Scotch Whisky,Blended Whiskey (Multi-country), Single Malt Whisky (Multi-country), Single Grain Whisky (Multi-country),Japan, Canada,Irish,Generic Whisky (Multi-country),Rye Whisky,White Whisky,Craft Whisky,SUM,Review Score (Points), price ,Original Style,country
6504,Russell,,,55.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$60 ,Bourbon,US
6505,Jack Daniel,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$65 ,Bourbon,US
6506,Jack Daniel,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$65 ,Bourbon,US
6507,Booker,2018,,64.40%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$75 ,Bourbon,US
6508,Booker,2018,,63.35%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$70 ,Bourbon,US
6509,Booker,,,62.90%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$200 ,Bourbon,US
6510,Belle Meade,,10 years old,53.20%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$100 ,Bourbon,US
6511,Hancock,,,44.45%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$40 ,Bourbon,US
6512,Old Fitzgerald,,11 years old,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$110 ,Bourbon,US
6513,Old Fitzgerald,2019,13 years old,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$130 ,Bourbon,US
6514,"Doc.52 14 Year Old Straight Bourbon, 60%",,14 years old,60.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$85 ,Bourbon,US
6515,"Doc.52 9 year old Straight Bourbon, 53%",,9 years old,53.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$60 ,Bourbon,US
6516,Mayor Pingree,,11 years old,57.25%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$90 ,Bourbon,US
6517,Van Winkle,,18 years old,52.60%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$75 ,Bourbon,US
6518,Vintage,,17 years old,47.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$50 ,Bourbon,US
6519,Wild Turkey,,,50.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$150 ,Bourbon,US
6520,Buffalo Trace,,14 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$50 ,Bourbon,US
6521,Buffalo Trace,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$47 ,Bourbon,US
6522,Buffalo Trace,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$47 ,Bourbon,US
6523,Buffalo Trace,,12 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$47 ,Bourbon,US
6524,Buffalo Trace,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$47 ,Bourbon,US
6525,Eagle Rare,2018,17 years old,50.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$99 ,Bourbon,US
6526,Evan Williams,1995,,43.30%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$25 ,Bourbon,US
6527,Evan Williams,1990,,43.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$22 ,Bourbon,US
6528,Four Roses,,13 years old,52.10%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$70 ,Bourbon,US
6529,Four Roses,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$40 ,Bourbon,US
6530,Four Roses,2013,,60.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$90 ,Bourbon,US
6531,George T. Stagg,,,70.30%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$55 ,Bourbon,US
6532,George Dickel,,,43.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$40 ,Bourbon,US
6533,George Dickel,,,43.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$46 ,Bourbon,US
6534,Jefferson,,16 years old,47.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$200 ,Bourbon,US
6535,Michter,,10 years old,47.20%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$120 ,Bourbon,US
6536,Pappy Van Winkle,,20 years old,45.20%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$85 ,Bourbon,US
6537,Parker's Heritage,,10 years old,48.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$90 ,Bourbon,US
6538,Parker's Heritage,2017,11 years old,66.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$130 ,Bourbon,US
6539,1792,,,62.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$45 ,Bourbon,US
6540,1792,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$36 ,Bourbon,US
6541,Rowan's Creek,,12 years old,50.05%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$40 ,Bourbon,US
6542,Sazerac,2018,18 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$99 ,Bourbon,US
6543,William Heavenhill,,,63.80%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$500 ,Bourbon,US
6544,Knob Creek,,,60.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$47 ,Bourbon,US
6545,Knob Creek,,,61.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$130 ,Bourbon,US
6546,Elijah Craig,,18 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$120 ,Bourbon,US
6547,Jack Daniel,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$100 ,Bourbon,US
6548,Booker,2017,,64.25%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$70 ,Bourbon,US
6549,Booker,2017,,64.05%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$73 ,Bourbon,US
6550,Booker,2018,,63.70%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$70 ,Bourbon,US
6551,Booker,2018,,64.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$75 ,Bourbon,US
6552,Belle Meade,,,56.80%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$60 ,Bourbon,US
6553,Belle Meade,,,56.80%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$60 ,Bourbon,US
6554,Lost Prophet,,22 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$120 ,Bourbon,US
6555,Baker's,,,53.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$47 ,Bourbon,US
6556,Rebel Yell,,10 years old,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$60 ,Bourbon,US
6557,Rebel Yell,2018,10 years old,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$60 ,Bourbon,US
6558,Rebel Yell,,10 years old,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$60 ,Bourbon,US
6559,Blood Oath,,,49.30%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$100 ,Bourbon,US
6560,Yellowstone,2016,7 years old,50.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$100 ,Bourbon,US
6561,Backbone,,,58.30%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$59 ,Bourbon,US
6562,Old Bardstown,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$24 ,Bourbon,US
6563,The Ambassador,,12 years old,52.85%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$130 ,Bourbon,US
6564,Remus Repeal Reserve,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$85 ,Bourbon,US
6565,W. L. Weller,,12 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$35 ,Bourbon,US
6566,Wild Turkey,,,50.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$50 ,Bourbon,US
6567,Wild Turkey,,,43.40%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$150 ,Bourbon,US
6568,William Larue Weller,,,70.10%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$80 ,Bourbon,US
6569,Woodford Reserve,,,46.20%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$80 ,Bourbon,US
6570,Woodford Reserve,,,45.20%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$50 ,Bourbon,US
6571,Buffalo Trace,,14 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$47 ,Bourbon,US
6572,Buffalo Trace,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$47 ,Bourbon,US
6573,Buffalo Trace,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$47 ,Bourbon,US
6574,Buffalo Trace,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$47 ,Bourbon,US
6575,Eagle Rare,,17 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$80 ,Bourbon,US
6576,Elmer T. Lee,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$25 ,Bourbon,US
6577,Evan Williams,2010,,43.30%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$30 ,Bourbon,US
6578,Four Roses,,,59.40%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$61 ,Bourbon,US
6579,Michter,,10 years old,47.20%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$120 ,Bourbon,US
6580,Old Forester,1997,12 years old,47.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$50 ,Bourbon,US
6581,Old Forester,2013,12 years old,49.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$55 ,Bourbon,US
6582,Old Forester,1970,,57.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$60 ,Bourbon,US
6583,Old Forester,,,55.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$90 ,Bourbon,US
6584,Parker's Heritage,,10 years old,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$80 ,Bourbon,US
6585,Parker's Heritage,,,65.80%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$80 ,Bourbon,US
6586,Angel's Envy,2018,,62.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$200 ,Bourbon,US
6587,Bulleit,,10 years old,45.60%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$40 ,Bourbon,US
6588,Heaven Hill,,,64.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$150 ,Bourbon,US
6589,Elijah Craig,,10 years old,47.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$35 ,Bourbon,US
6590,Colonel E.H. Taylor Jr.,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$70 ,Bourbon,US
6591,Jack Daniel,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$500 ,Bourbon,US
6593,Booker,2016,,63.95%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$60 ,Bourbon,US
6594,Chicken Cock,,10 years old,52.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$250 ,Bourbon,US
6595,Forged Oak,,15 years old,45.25%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$65 ,Bourbon,US
6596,Orphan Barrel,,25 years old,45.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$140 ,Bourbon,US
6597,Kirkland,,7 years old,51.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$30 ,Bourbon,US
6598,Blade and Bow,,22 years old,46.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$150 ,Bourbon,US
6599,Barrell,,,57.40%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$85 ,Bourbon,US
6600,Metze,,,46.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$75 ,Bourbon,US
6601,Yellowstone,2018,,50.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$100 ,Bourbon,US
6602,Old Bones,,10 years old,55.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$110 ,Bourbon,US
6603,Peg Leg Porker,,12 years old,46.35%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,$85 ,Bourbon,US
6605,Wild Turkey,,,58.40%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$45 ,Bourbon,US
6606,Willett,,9 years old,56.60%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$65 ,Bourbon,US
6607,Buffalo Trace,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$25 ,Bourbon,US
6608,Buffalo Trace,1993,17 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$47 ,Bourbon,US
6609,Buffalo Trace,,12 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$47 ,Bourbon,US
6610,Buffalo Trace,,12 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$47 ,Bourbon,US
6611,Buffalo Trace,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$47 ,Bourbon,US
6612,Classic Cask,1991,13 years old,45.40%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$60 ,Bourbon,US
6613,"Delilah's '13' Bourbon, 13 year old, Batch #1, 50%",,13 years old,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$75 ,Bourbon,US
6614,Elmer T. Lee,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$30 ,Bourbon,US
6615,Elmer T. Lee,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$30 ,Bourbon,US
6616,Evan Williams,1997,,43.30%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$26 ,Bourbon,US
6617,Evan Williams,2007,,43.30%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$30 ,Bourbon,US
6618,Four Roses,2009,,58.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$80 ,Bourbon,US
6619,Four Roses,2011,12 years old,50.90%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$90 ,Bourbon,US
6620,Four Roses,2016,,58.40%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$125 ,Bourbon,US
6621,George T. Stagg,,,70.90%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$65 ,Bourbon,US
6622,George Dickel,,17 years old,43.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$75 ,Bourbon,US
6623,Michter,2016,20 years old,57.10%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$600 ,Bourbon,US
6624,Old Forester,2016,,48.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$80 ,Bourbon,US
6625,Parker's Heritage,2018,,55.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$90 ,Bourbon,US
6626,1792,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$36 ,Bourbon,US
6627,1792,,,46.85%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$30 ,Bourbon,US
6628,High West,,,49.30%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$80 ,Bourbon,US
6629,Thomas H. Handy,,,63.10%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$90 ,Bourbon,US
6630,Maker,,,47.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$34 ,Bourbon,US
6631,Knob Creek,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$32 ,Bourbon,US
6632,Knob Creek,2004,,60.90%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$130 ,Bourbon,US
6633,Angel's Envy,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$70 ,Bourbon,US
6634,Angel's Envy,2015,,63.95%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$170 ,Bourbon,US
6635,Angel's Envy,2017,,62.25%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$200 ,Bourbon,US
6636,Heaven Hill,,27 years old,47.35%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$400 ,Bourbon,US
6637,Elijah Craig,,23 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$200 ,Bourbon,US
6638,Elijah Craig,,,62.10%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$60 ,Bourbon,US
6639,Abraham Bowman,2011,,69.30%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$70 ,Bourbon,US
6640,Abraham Bowman,,7 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$70 ,Bourbon,US
6641,Abraham Bowman,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$70 ,Bourbon,US
6642,Henry McKenna,,10 years old,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$32 ,Bourbon,US
6643,Henry McKenna,,10 years old,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$33 ,Bourbon,US
6644,Colonel E.H. Taylor Jr.,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$70 ,Bourbon,US
6645,Colonel E.H. Taylor Jr.,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$40 ,Bourbon,US
6646,Colonel E.H. Taylor Jr.,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$70 ,Bourbon,US
6647,Colonel E.H. Taylor Jr.,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$70 ,Bourbon,US
6648,Jack Daniel,,,65.85%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$65 ,Bourbon,US
6649,Clyde May,,8 years old,58.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$90 ,Bourbon,US
6650,Barterhouse,,20 years old,45.10%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$75 ,Bourbon,US
6651,Orphan Barrel,,22 years old,45.20%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$110 ,Bourbon,US
6652,Old Fitzgerald,,9 years old,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$90 ,Bourbon,US
6653,Blade and Bow,2017,22 years old,46.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$200 ,Bourbon,US
6654,Barrell,,13 years old,56.05%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$85 ,Bourbon,US
6655,Barrell,,,53.80%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$90 ,Bourbon,US
6656,Barrell,,,56.25%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$90 ,Bourbon,US
6657,Barrell,,15 years old,52.55%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$250 ,Bourbon,US
6658,Yellowstone,,,52.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$105 ,Bourbon,US
6659,Old Beezer,,10 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$52 ,Bourbon,US
6660,Larceny,,,46.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$25 ,Bourbon,US
6661,Tommyrotter,,,47.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$60 ,Bourbon,US
6662,"Doc 52 Straight Bourbon Whiskey, 55%",,,55.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$50 ,Bourbon,US
6663,Driftless Glen,,,48.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$46 ,Bourbon,US
6664,Peg Leg Porker,,8 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,$45 ,Bourbon,US
6665,W. L. Weller,,12 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$22 ,Bourbon,US
6666,Wild Turkey,,10 years old,50.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$25 ,Bourbon,US
6667,Wild Turkey,,14 years old,50.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$100 ,Bourbon,US
6668,Wild Turkey,,,45.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$125 ,Bourbon,US
6669,Wild Turkey,,,50.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$54 ,Bourbon,US
6670,William Larue Weller,,12 years old,61.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$48 ,Bourbon,US
6671,Woodford Reserve,,,45.20%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$35 ,Bourbon,US
6673,Woodford Reserve,2017,,45.20%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$100 ,Bourbon,US
6674,Buffalo Trace,1989,21 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$47 ,Bourbon,US
6675,Buffalo Trace,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$47 ,Bourbon,US
6676,Buffalo Trace,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$47 ,Bourbon,US
6677,Buffalo Trace,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$47 ,Bourbon,US
6678,Eagle Rare,,17 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$80 ,Bourbon,US
6679,Eagle Rare,2017,17 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$90 ,Bourbon,US
6680,Evan Williams,1992,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$25 ,Bourbon,US
6681,Evan Williams,1994,,43.30%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$25 ,Bourbon,US
6682,Evan Williams,2001,,43.30%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$26 ,Bourbon,US
6683,Evan Williams,2002,,43.30%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$26 ,Bourbon,US
6684,Four Roses,2008,,55.70%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$70 ,Bourbon,US
6685,Four Roses,,,55.05%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$75 ,Bourbon,US
6686,George Dickel,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$20 ,Bourbon/Tennessee,US
6687,Noah's Mill,,15 years old,57.15%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$50 ,Bourbon,US
6688,Old Forester,1990,,44.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$38 ,Bourbon,US
6689,Old Forester,2017,,48.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$80 ,Bourbon,US
6690,1792,,,46.08%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$36 ,Bourbon,US
6691,Sam Houston,,10 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$28 ,Bourbon,US
6692,Maker,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$25 ,Bourbon,US
6693,Jim Beam,,,47.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$35 ,Bourbon,US
6694,Jim Beam,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$50 ,Bourbon,US
6695,Angel's Envy,2012,,61.85%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$150 ,Bourbon,US
6696,Angel's Envy,2014,,59.65%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$170 ,Bourbon,US
6697,Bulleit,,,59.70%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$50 ,Bourbon,US
6698,Elijah Craig,,12 years old,67.10%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$40 ,Bourbon,US
6699,Abraham Bowman,,12 years old,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$70 ,Bourbon,US
6700,John J. Bowman,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$50 ,Bourbon,US
6701,Colonel E.H. Taylor Jr.,,,67.25%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$70 ,Bourbon,US
6702,Russell,,,55.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$50 ,Bourbon,US
6704,Booker,,,64.45%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$50 ,Bourbon,US
6705,Basil Hayden,,10 years old,40.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$60 ,Bourbon,US
6706,Rebel Yell,,10 years old,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$50 ,Bourbon,US
6707,Barrell,2018,,55.60%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$90 ,Bourbon,US
6708,Barrell,,,52.90%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$90 ,Bourbon,US
6709,Blood Oath,,,49.30%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$100 ,Bourbon,US
6710,Backbone,,,52.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$35 ,Bourbon,US
6711,Boone County Distilling,,10 years old,45.40%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$53 ,Bourbon,US
6712,Redemption,,,48.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$46 ,Bourbon,US
6713,Heaven's Door,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$50 ,Bourbon,US
