Index,Maker,Year Distrilled,age in cast,ABV,Single Malt Scotch,Flavored Whiskey and Liqueurs,Bourbon, Blended Malt Scotch Whisky ,Blended Scotch Whisky,Blended Whiskey (Multi-country), Single Malt Whisky (Multi-country), Single Grain Whisky (Multi-country),Japan, Canada,Irish,Generic Whisky (Multi-country),Rye Whisky,White Whisky,Craft Whisky,SUM,Review Score (Points), price ,Original Style,country
31,Highland Park,1973,8 years old,54.40%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,$280 ,Single Malt Scotch,UK
32,Highland Park,,50 years old,42.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,"$15,000 ",Single Malt Scotch,UK
33,Laphroaig,2008,25 years old,51.20%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,$500 ,Single Malt Scotch,UK
34,The Macallan,,,45.70%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,$215 ,Single Malt Scotch,UK
35,Dun Beghan,1970,35 years old,50.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,$300 ,Single Malt Scotch,UK
36,Jewels of Scotland,1965,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,$400 ,Single Malt Scotch,UK
37,The Last Drop,1960,48 years old,52.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,95,"$2,000 ",Blended Scotch Whisky,UK
38,The Last Drop,,50 years old,50.90%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,95,"$4,000 ",Blended Scotch Whisky,UK
39,Royal Salute,,28 years old,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,95,$790 ,Blended Scotch Whisky,UK
40,Duncan Taylor,1965,40 years old,49.70%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,94,$225 ,Grain Scotch Whisky,UK
41,Compass Box,,,46.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,94,$65 ,Blended Malt Scotch Whisky,UK
42,Compass Box,2018,,48.90%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,94,$150 ,Blended Malt Scotch Whisky,UK
43,Compass Box,,,46.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,94,$180 ,Blended Scotch Whisky,UK
44,Johnnie Walker,,,55.80%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,94,$300 ,Blended Scotch Whisky,UK
45,The John Walker,,,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,94,"$3,500 ",Blended Scotch Whisky,UK
46,John Walker & Sons,,,43.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,94,$600 ,Blended Scotch Whisky,UK
47,Johnnie Walker,,,43.80%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,94,$350 ,Blended Scotch Whisky,UK
48,Chivas,,18 years old,48.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,94,$120 ,Blended Scotch Whisky,UK
50,Aberfeldy,,14 years old,58.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$181 ,Single Malt Scotch,UK
51,Ardbeg,1974,,49.90%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,"$20,000 ",Single Malt Scotch,UK
52,Ardbeg,,,54.20%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$80 ,Single Malt Scotch,UK
53,The Balvenie,1976,,53.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$800 ,Single Malt Scotch,UK
54,The Balvenie,,,50.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$250 ,Single Malt Scotch,UK
55,Balvenie,1971,,49.90%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,"$27,747 ",Single Malt Scotch,UK
56,Signatory,1970,35 years old,51.90%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$500 ,Single Malt Scotch,UK
57,White Bowmore,1964,43 years old,42.80%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,"$6,000 ",Single Malt Scotch,UK
58,Bowmore,,50 years old,41.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,"$30,000 ",Single Malt Scotch,UK
59,Brora,2012,35 years old,48.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$645 ,Single Malt Scotch,UK
60,Brora,1972,40 years old,59.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,"$11,824 ",Single Malt Scotch,UK
61,Brora,2014,35 years old,48.60%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,"$1,250 ",Single Malt Scotch,UK
62,Bruichladdich,,34 years old,41.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$550 ,Single Malt Scotch,UK
63,Bunnahabhain,1971,35 years old,44.90%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$700 ,Single Malt Scotch,UK
64,The Dalmore,,28 years old,45.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$140 ,Single Malt Scotch,UK
65,GlenDronach,,33 years old,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$400 ,Single Malt Scotch,UK
66,GlenDronach,,31 years old,45.80%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$700 ,Single Malt Scotch,UK
67,Glenfarclas,,,48.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$387 ,Single Malt Scotch,UK
68,Glengoyne,,40 years old,45.90%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,"$5,730 ",Single Malt Scotch,UK
69,Glenmorangie,2017,,52.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$100 ,Single Malt Scotch,UK
70,Glenmorangie,,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$220 ,Single Malt Scotch,UK
71,Glenmorangie,2017,,52.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$100 ,Single Malt Scotch,UK
72,Highland Park,1971,34 years old,53.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$325 ,Single Malt Scotch,UK
73,Highland Park,1977,29 years old,48.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$300 ,Single Malt Scotch,UK
74,Highland Park,1973,32 years old,41.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$350 ,Single Malt Scotch,UK
75,Highland Park,,30 years old,48.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$350 ,Single Malt Scotch,UK
76,Highland Park,1964,,42.20%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,"$6,088 ",Single Malt Scotch,UK
77,Highland Park,1970,,48.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,"$3,500 ",Single Malt Scotch,UK
78,Highland Park,,18 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$112 ,Single Malt Scotch,UK
79,Lagavulin,,12 years old,56.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$109 ,Single Malt Scotch,UK
80,Lagavulin,2017,12 years old,56.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$130 ,Single Malt Scotch,UK
81,Lagavulin,2017,12 years old,56.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$130 ,Single Malt Scotch,UK
82,Laphroaig,,,48.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$100 ,Single Malt Scotch,UK
83,The Macallan,,17 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$120 ,Single Malt Scotch,UK
84,The Macallan,,,48.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,"$1,900 ",Single Malt Scotch,UK
85,The Antiquary,,21 years old,43.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,94,$100 ,Blended Scotch Whisky,UK
86,Black Bull,,30 years old,50.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,94,$200 ,Blended Scotch Whisky,UK
87,Black Bull,,40 years old,47.60%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,94,"$1,400 ",Blended Scotch Whisky,UK
88,Blue Hanger,,,45.60%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,94,$84 ,Blended Malt Scotch Whisky,UK
89,Royal Salute,,,43.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,94,"$3,000 ",Blended Scotch Whisky,UK
90,Scotch Malt Whisky Society,,24 years old,51.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,$225 ,Single Malt Scotch,UK
91,Collectivum XXVIII,2017,,57.30%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,94,$164 ,Blended Malt Scotch Whisky,UK
92,Samaroli,2017,,45.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,94,$471 ,Blended Malt Scotch Whisky,UK
93,Black Snake,,,60.20%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$100 ,Single Malt Scotch,UK
94,Compass Box,,,46.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,93,$50 ,Blended Malt Scotch Whisky,UK
95,Compass Box,2015,,48.90%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,93,$150 ,Blended Malt Scotch Whisky,UK
96,Compass Box,,,46.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,93,$140 ,Blended Malt Scotch Whisky,UK
97,Compass Box,,,46.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,93,$140 ,Blended Malt Scotch Whisky,UK
98,Compass Box,2017,,46.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,93,$175 ,Blended Scotch Whisky,UK
99,Johnnie Walker,,,40.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,93,"$1,100 ",Blended Malt Scotch Whisky,UK
100,"Diamond Jubilee by John Walker & Sons, 42.5%",,,42.50%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,93,"$157,000 ",Blended Scotch Whisky,UK
101,John Walker & Sons,2016,,43.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,93,$850 ,Blended Scotch Whisky,UK
102,Black Bottle,,10 years old,43.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,93,$34 ,Blended Scotch Whisky,UK
103,Royal Salute,,38 years old,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,93,$600 ,Blended Scotch Whisky,UK
104,Chivas,,18 years old,48.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,93,$130 ,Blended Scotch Whisky,UK
105,Dewar,,25 years old,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,93,$225 ,Blended Scotch Whisky,UK
106,Ardbeg,,,46.60%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$60 ,Single Malt Scotch,UK
107,Ardbeg,,,46.60%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$60 ,Single Malt Scotch,UK
108,The Balvenie,1974,,52.80%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$600 ,Single Malt Scotch,UK
109,The Balvenie,1973,30 years old,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$400 ,Single Malt Scotch,UK
110,The Balvenie,,25 years old,46.90%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$250 ,Single Malt Scotch,UK
112,Bowmore,1989,16 years old,51.80%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$90 ,Single Malt Scotch,UK
113,The Whisky Exchange,1991,18 years old,61.60%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$191 ,Single Malt Scotch,UK
114,Brora,2015,37 years old,50.40%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,"$1,925 ",Single Malt Scotch,UK
115,Brora,,38 years old,48.60%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,"$2,200 ",Single Malt Scotch,UK
116,Brora,2017,34 years old,51.90%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,"$1,700 ",Single Malt Scotch,UK
117,Bruichladdich,1968,35 years old,40.70%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$430 ,Single Malt Scotch,UK
118,Bruichladdich,,,43.70%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,"$1,100 ",Single Malt Scotch,UK
119,Caol Ila,2018,35 years old,58.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$989 ,Single Malt Scotch,UK
120,Murray McDavid,,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$150 ,Single Malt Scotch,UK
121,Cragganmore,,29 years old,52.90%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$300 ,Single Malt Scotch,UK
122,Cragganmore,,,48.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$135 ,Single Malt Scotch,UK
123,The Dalmore,1973,,42.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$250 ,Single Malt Scotch,UK
124,The Dalmore,,40 years old,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,"$3,000 ",Single Malt Scotch,UK
125,The Dalmore,,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$750 ,Single Malt Scotch,UK
126,The Dalmore,,50 years old,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,"$60,000 ",Single Malt Scotch,UK
127,The Dalmore,,45 years old,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,"$12,500 ",Single Malt Scotch,UK
128,GlenDronach,,15 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$95 ,Single Malt Scotch,UK
129,GlenDronach,,21 years old,48.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$262 ,Single Malt Scotch,UK
130,GlenDronach,,24 years old,48.70%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$750 ,Single Malt Scotch,UK
131,GlenDronach,,27 years old,50.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$580 ,Single Malt Scotch,UK
132,Glenfarclas,,,44.70%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$599 ,Single Malt Scotch,UK
133,Glenfarclas,,,47.20%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,"$9,420 ",Single Malt Scotch,UK
134,Glenfiddich,1973,,46.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$600 ,Single Malt Scotch,UK
135,The Glenlivet,1964,,44.70%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,"$2,000 ",Single Malt Scotch,UK
136,The Glenlivet,,21 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$100 ,Single Malt Scotch,UK
137,The Glenlivet,,25 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$350 ,Single Malt Scotch,UK
138,Glenmorangie,,,57.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$85 ,Single Malt Scotch,UK
139,Glenmorangie,,,56.70%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,"$2,850 ",Single Malt Scotch,UK
140,The Glenrothes,1975,,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$500 ,Single Malt Scotch,UK
141,The Glenrothes,,,46.70%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,"$1,000 ",Single Malt Scotch,UK
142,Highland Park,1983,23 years old,59.80%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$150 ,Single Malt Scotch,UK
143,Highland Park,,21 years old,47.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$100 ,Single Malt Scotch,UK
144,Highland Park,,40 years old,48.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,"$1,900 ",Single Malt Scotch,UK
145,Highland Park,1968,,45.60%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,"$3,657 ",Single Malt Scotch,UK
146,Lagavulin,2011,,55.40%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$127 ,Single Malt Scotch,UK
147,Lagavulin,2014,,54.70%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$167 ,Single Malt Scotch,UK
148,Lagavulin,,25 years old,50.90%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,"$1,200 ",Single Malt Scotch,UK
149,Laphroaig,,10 years old,58.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$70 ,Single Malt Scotch,UK
150,Laphroaig,,,48.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$70 ,Single Malt Scotch,UK
151,Laphroaig,,10 years old,58.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$70 ,Single Malt Scotch,UK
152,Longrow,,25 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$525 ,Single Malt Scotch,UK
153,Longrow,,18 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$280 ,Single Malt Scotch,UK
154,The Macallan,,50 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,"$3,500 ",Single Malt Scotch,UK
155,Gordon & MacPhail,1993,11 years old,60.70%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$80 ,Single Malt Scotch,UK
156,Mortlach,,18 years old,43.40%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$304 ,Single Malt Scotch,UK
157,Port Ellen,2009,30 years old,57.70%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$370 ,Single Malt Scotch,UK
158,Port Ellen,,31 years old,54.60%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$455 ,Single Malt Scotch,UK
159,Port Ellen,2014,35 years old,56.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,"$3,300 ",Single Malt Scotch,UK
160,Port Ellen,,37 years old,55.20%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,"$4,000 ",Single Malt Scotch,UK
161,Port Ellen,2017,37 years old,51.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,"$3,500 ",Single Malt Scotch,UK
162,Springbank,,35 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$580 ,Single Malt Scotch,UK
163,Murray McDavid,,34 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$200 ,Single Malt Scotch,UK
164,Duncan Taylor,,35 years old,45.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$240 ,Single Malt Scotch,UK
165,Talisker,,30 years old,51.90%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$300 ,Single Malt Scotch,UK
166,Talisker,,18 years old,45.80%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$65 ,Single Malt Scotch,UK
167,Tamdhu,,,58.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$90 ,Single Malt Scotch,UK
168,The Last Drop,,50 years old,51.80%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,93,"$4,500 ",Blended Scotch Whisky,UK
169,The Last Drop,,,47.20%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,93,"$4,000 ",Blended Scotch Whisky,UK
170,Cutty Sark,,25 years old,45.70%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,93,$170 ,Blended Scotch Whisky,UK
171,Port Askaig,,33 years old,50.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$800 ,Single Malt Scotch,UK
172,Sheep Dip,,,40.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,93,$60 ,Blended Malt Scotch Whisky,UK
173,Glen Moray,,25 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$300 ,Single Malt Scotch,UK
174,Convalmore,,28 years old,57.90%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$248 ,Single Malt Scotch,UK
175,Dailuaine,2015,34 years old,50.90%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,"$2,000 ",Single Malt Scotch,UK
176,Douglas Laing,2013,,54.90%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,93,$76 ,Blended Malt Scotch Whisky,UK
177,Big Peat,,25 years old,52.10%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,93,$236 ,Blended Malt Scotch Whisky,UK
178,That Boutique-y Whisky Company,,35 years old,48.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$173 ,Single Malt Scotch,UK
179,That Boutique-y Whisky Company,,29 years old,43.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$560 ,Single Malt Scotch,UK
180,Royal Salute,,32 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$380 ,Single Malt Scotch,UK
181,Douglas Laing,,33 years old,45.40%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,93,$100 ,Single Grain Whisky,UK
182,Exclusive Malts,,25 years old,48.80%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$200 ,Single Malt Scotch,UK
183,Exclusive Blend,,23 years old,50.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,93,$145 ,Blended Malt Scotch Whisky,UK
184,Exclusive Malts,,43 years old,48.20%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,93,$260 ,Grain Scotch Whisky,UK
185,The Scotch Malt Whisky Society Pigs in Plaster,1990,14 years old,59.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$140 ,Single Malt Scotch,UK
186,Mackillop,,,56.60%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$290 ,Single Malt Scotch,UK
187,Port Charlotte,,10 years old,50.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,$65 ,Single Malt Scotch,UK
188,Buchanan,,15 years old,40.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,93,$50 ,Blended Malt Scotch Whisky,UK
189,Compass Box,,,48.90%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,92,$85 ,Blended Malt Scotch Whisky,UK
190,Compass Box,,,54.90%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,92,$85 ,Blended Malt Scotch Whisky,UK
191,Compass Box,,,48.90%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,92,$150 ,Blended Malt Scotch Whisky,UK
192,Compass Box,2012,,48.90%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,92,$115 ,Blended Malt Scotch Whisky,UK
193,Compass Box,,,48.90%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,92,$130 ,Blended Malt Scotch Whisky,UK
194,Compass Box,,,45.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,92,$75 ,Blended Scotch Whisky,UK
195,Compass Box,,,53.10%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,92,$225 ,Blended Scotch Whisky,UK
196,Compass Box,,,49.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,92,$275 ,Blended Scotch Whisky,UK
197,Compass Box,,,48.90%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,92,$125 ,Blended Scotch Whisky,UK
198,Compass Box,,,46.00%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,92,$200 ,Grain Scotch Whisky,UK
199,John Walker & Sons,2017,,46.80%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,92,$815 ,Blended Scotch Whisky,UK
200,Johnnie Walker,,,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,92,$53 ,Blended Scotch Whisky,UK
201,John Walker & Sons,2018,28 years old,42.80%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,92,$750 ,Blended Scotch Whisky,UK
202,Chivas,,18 years old,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,92,$99 ,Blended Scotch Whisky,UK
203,Chivas,,18 years old,48.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,92,$120 ,Blended Scotch Whisky,UK
204,Chivas,,,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,92,$69 ,Blended Scotch Whisky,UK
205,Dewar,,,43.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,92,$200 ,Blended Scotch Whisky,UK
207,Duncan Taylor,,16 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$80 ,Single Malt Scotch,UK
208,Aberlour,,18 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$125 ,Single Malt Scotch,UK
209,Aberfeldy,,16 years old,57.40%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$250 ,Single Malt Scotch,UK
210,Ardbeg,1990,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$100 ,Single Malt Scotch,UK
211,Ardbeg,,,51.20%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$95 ,Single Malt Scotch,UK
212,Ardbeg,,10 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$56 ,Single Malt Scotch,UK
213,Ardmore,,12 years old,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$155 ,Single Malt Scotch,UK
214,The Balvenie,,,50.60%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$263 ,Single Malt Scotch,UK
215,Balvenie,,,52.60%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$400 ,Single Malt Scotch,UK
216,Balvenie,1982,,51.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,"$5,285 ",Single Malt Scotch,UK
217,Balvenie,1992,,49.80%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,"$1,586 ",Single Malt Scotch,UK
218,BenRiach,1995,,52.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$95 ,Single Malt Scotch,UK
219,Benromach,,,49.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,"$1,600 ",Single Malt Scotch,UK
220,Benromach,,,48.90%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,"$1,722 ",Single Malt Scotch,UK
221,Bowmore,1964,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,"$1,500 ",Single Malt Scotch,UK
222,Bruichladdich,,,63.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,$120 ,Single Malt Scotch,UK
223,Bruichladdich,,,48.70%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,"$1,100 ",Single Malt Scotch,UK
